Phase,Arabinose,IPTG,eno,lhgO,yibQ,ycaC,dksA,ligB,glnL,tyrR
stationary phase,on,on,75.14113329,4.119930334,0.289169889,3.615776603,44.13645675,0.238254454,1.909439267,3.420530983
stationary phase,on,on,92.91308687,3.981697585,0.466697128,5.954668296,35.97115873,0.2662087,1.683072816,3.438183768
stationary phase,on,on,73.08413211,4.760313313,0.34645222,4.144936319,41.87958538,0.238982089,2.165729227,3.842293376
log phase,off,off,207.1699419,4.324382554,0.480720743,51.04853934,86.66500686,0.168325648,1.87991048,9.179938274
log phase,off,off,177.5773805,4.592026303,0.402339913,35.60879809,103.0247969,0.2245096,1.903242717,8.500119826
log phase,off,off,184.3278352,4.937965822,0.481348219,40.13259093,92.76892941,0.141443003,1.773695254,8.531572247
log phase,off,off,193.2325234,4.427728431,0.24553644,50.65585883,68.05296395,0.211713218,1.806365095,9.328207321
log phase,on,off,217.9266697,3.567483108,0.557910227,40.94004594,94.07528109,0.192800859,1.835577004,10.67110861
log phase,on,off,192.3202272,3.631881811,0.564248471,47.38387612,96.66215551,0.223660532,1.722528988,10.03240703
log phase,on,off,192.8643443,3.895203071,0.662551487,48.3739574,91.78081658,0.313138671,1.523057134,10.37101161
log phase,on,off,203.4452671,4.836328437,0.448633098,38.91301822,74.48490047,0.143946449,1.994494575,11.21408181
log phase,off,on,200.7517571,4.51320132,0.463634724,54.20076528,89.99968176,0.210013842,2.281550374,8.171177332
log phase,off,on,191.9340127,3.777636127,0.443114784,80.50978655,99.32707906,0.252757096,1.765966611,8.633288933
log phase,off,on,184.8508259,4.088104174,0.433586049,72.42592213,109.8269565,0.319708682,1.750056024,8.005931636
log phase,off,on,205.0782925,3.554226928,0.474711104,54.67261013,73.10257064,0.238923487,2.099898531,8.9226999
log phase,on,on,170.4070645,3.290771484,0.881975151,22.11476238,112.1409341,0.208067024,1.926345728,8.622740204
log phase,on,on,177.6993796,3.252091369,0.614122611,65.4437263,88.51984866,0.25688789,2.058772944,10.29750599
log phase,on,on,178.2756195,3.249666016,0.531055912,64.59627465,109.7639775,0.343308872,1.791091431,9.661406299
log phase,on,on,197.6815902,3.51583583,0.594648491,44.5951839,82.00497432,0.273330632,2.201106647,10.22568067
stationary phase,off,off,145.5055112,23.00872915,0.697244812,21.51278759,45.68232357,0.156675764,1.178373916,2.913613505
stationary phase,off,off,130.5908749,19.14887139,0.688273147,24.18659684,47.21195055,0.213451271,1.417403562,2.878833547
stationary phase,off,off,134.6735454,22.89270645,0.863079201,21.63508206,46.81966978,0.152653951,1.498680164,3.173969663
stationary phase,off,off,113.3456504,22.30316663,0.922685494,18.11874848,54.51321479,0.350872677,1.888053037,3.136594995
stationary phase,on,off,103.0645683,4.614587867,0.473083373,5.234989562,37.96739285,0.196255621,2.44446889,3.355818383
stationary phase,on,off,73.07303464,22.16898286,0.345723601,5.66948399,46.48593798,0.259479202,1.106315524,3.885584936
stationary phase,on,off,75.64565755,21.47688954,0.327328543,7.810962819,42.32160567,0.209481159,0.941611306,4.756623939
stationary phase,off,on,129.5296259,26.11370005,0.849853444,17.55359174,42.76455516,0.142577908,1.241690635,2.821822072
stationary phase,off,on,119.6778768,22.37752513,0.688704678,17.2751819,47.79315112,0.160047565,1.741317506,3.059586328
stationary phase,off,on,116.5779712,25.64734971,0.969741193,14.8393235,44.71824684,0.203134201,1.492728331,3.25400197
stationary phase,off,on,99.65802154,25.47171412,0.924395948,14.21776456,54.31379062,0.239674853,1.562269169,3.357079967
stationary phase,on,on,82.70841907,7.716689033,0.359854757,5.488546613,41.57997885,0.18947515,1.651377436,3.868896404
stationary phase,on,on,74.03931561,30.22818095,0.279025459,5.290906025,46.60214691,0.208130879,1.053142247,4.561062683
stationary phase,on,on,66.43607298,37.4392574,0.271426061,5.347136682,52.72332179,0.19611057,0.71139478,3.71758651
log phase,off,off,203.5515418,4.170677333,0.324036094,68.8245084,99.34264462,0.210504731,1.75699571,9.540362302
log phase,off,off,205.2093759,4.354964274,0.42677484,41.26806067,94.00027824,0.243436629,1.929293246,9.777627466
log phase,off,off,131.0296447,3.33642465,0.396731904,28.3267845,122.5971186,0.25647315,1.801540685,8.068425754
log phase,off,off,192.1543934,3.860527696,0.379249381,68.41646018,79.04355513,0.194058611,1.820397027,8.666573167
log phase,on,off,211.4849608,3.365453391,0.464073929,56.51273482,93.26117276,0.228200346,1.678896028,10.8667895
log phase,on,off,213.1822338,3.633643045,0.537792134,39.4108445,87.76723223,0.174433295,1.778781377,10.97658897
log phase,on,off,198.9406892,3.818130706,0.583130097,40.0131859,98.53593384,0.191162775,1.587186286,10.29025498
log phase,on,off,216.2243291,3.895967431,0.465996501,48.47301441,83.48998622,0.216483664,1.708608083,11.56570079
log phase,off,on,203.0063054,4.160638077,0.508752146,56.22700013,98.83827377,0.275023587,2.018667711,9.348794548
log phase,off,on,197.7008982,4.210608709,0.512861636,44.48606518,89.85449518,0.203239286,2.216179244,8.731776567
log phase,off,on,184.2166889,3.994864412,0.429908662,72.81157991,109.0308704,0.220701773,1.814623989,8.256922778
log phase,off,on,212.2341669,3.801491125,0.455840249,49.35413225,83.81062828,0.235252416,1.969726029,9.976625948
log phase,on,on,203.9512419,3.48869048,0.73174391,46.18428334,99.72942024,0.241160995,1.956520605,10.24909688
log phase,on,on,184.9218424,3.7964454,0.796797485,22.53747003,110.9777771,0.22725062,1.655102144,9.224988286
log phase,on,on,173.4447824,3.218473957,0.524517567,60.36553047,113.5074418,0.249325047,1.851630267,9.859932466
log phase,on,on,198.0076501,2.894809984,0.66138367,54.42637307,93.77814662,0.26702158,1.916172058,10.26717183
stationary phase,off,off,116.2292558,21.44916705,0.725762398,16.70526783,57.60261561,0.151793443,1.725240901,2.63571299
stationary phase,off,off,142.806862,25.52641388,0.829121397,21.8887087,45.22480345,0.114651908,1.653935669,3.190958895
stationary phase,off,off,130.8589602,20.50671203,0.708208999,23.40676897,46.23709328,0.269312988,1.518288455,2.746808194
stationary phase,off,off,112.2279116,21.67970278,0.690550774,18.83921033,57.85427776,0.17009191,1.277070522,2.794446712
stationary phase,on,off,78.90725933,20.14483186,0.431302723,9.612020288,44.99672856,0.246019379,0.920112476,5.260911154
stationary phase,on,off,82.14365722,27.42502773,0.271961429,7.328644833,40.46022668,0.227523287,1.218387203,4.266725615
stationary phase,on,off,70.91015367,18.37012061,0.185366436,8.337055038,44.82940925,0.158602299,1.016867309,4.3853227
stationary phase,off,on,101.3534214,23.64076522,0.823274727,15.44132503,58.27918465,0.37176993,1.662230878,2.818995175
stationary phase,off,on,128.2741156,27.33001562,0.809817633,18.97754453,45.08458401,0.115482015,1.563076574,2.884953435
stationary phase,off,on,113.7849616,24.64604054,0.791572386,17.04938234,43.98352538,0.136978217,1.504368708,3.327836343
stationary phase,off,on,100.090205,25.48629668,0.788392441,14.05418651,56.10627411,0.23288394,1.531733886,2.944967874
stationary phase,on,on,67.32852082,29.93194046,0.263775225,6.120128893,53.18221142,0.219903108,1.03886858,4.964437644
stationary phase,on,on,84.69592268,8.211074733,0.454308156,4.854018488,37.98723113,0.107036875,1.589232008,3.117364031
stationary phase,on,on,77.88316499,41.24214515,0.245804996,5.942402313,41.78004026,0.228763069,0.898943984,4.462042764
stationary phase,on,on,63.55347259,30.51003291,0.318751475,4.674914603,51.91852275,0.220096712,1.181058096,3.54066762
log phase,off,off,214.0375642,4.727788205,0.273321626,91.53489957,64.77609382,0.129629195,1.850339146,7.360911176
log phase,off,off,183.4332743,4.72226372,0.296308973,74.49406054,99.39346587,0.191553275,2.058924061,6.911570119
log phase,off,off,202.7088511,4.36844258,0.399621802,48.09228497,78.63084768,0.196605378,1.895349117,9.491406529
log phase,on,off,202.4601213,2.362419153,0.432553161,70.4846107,66.0545879,0.186553948,1.591554486,10.22988019
log phase,on,off,205.9520333,3.091664762,0.54040256,42.55993365,108.9337791,0.288985326,1.82192863,10.72394185
log phase,on,off,213.7721389,4.041509983,0.6114762,34.46810188,106.9490506,0.238647246,1.353523257,10.64917797
log phase,on,off,215.8702423,3.63077346,0.588317063,48.39281927,87.30234083,0.225193134,1.995854576,11.14706013
log phase,off,on,207.9019887,3.850171306,0.29135679,78.44654758,80.07254567,0.150280742,1.533121198,7.89815938
log phase,off,on,187.9916896,3.148772798,0.411892692,64.32620792,100.1321402,0.234947703,1.387428014,9.825365702
log phase,off,on,194.0363051,2.650750162,0.55580061,64.52698246,108.6672864,0.137840964,1.4802938,9.824064927
log phase,off,on,190.8160503,3.729134247,0.312063615,53.98263669,84.66474463,0.243931683,2.06061054,9.937105702
log phase,on,on,226.5733699,2.334194358,0.550282603,55.48112445,81.73972259,0.226446826,1.462628698,10.32903999
log phase,on,on,192.8088444,2.312350901,0.666485162,46.37795446,99.67037632,0.196639546,1.491876146,10.28746183
log phase,on,on,203.2520052,3.006526709,0.482587803,47.8648865,81.59170252,0.198358413,1.433975186,10.79388421
stationary phase,off,off,137.8370265,21.90998727,0.750776972,19.86904713,44.83806914,0.133828337,1.601657539,3.008950509
stationary phase,off,off,133.226736,21.09217321,0.767516633,20.09737919,43.33047715,0.142954824,1.460743026,2.935249825
stationary phase,off,off,152.2619294,22.3807132,0.824942636,18.23557405,46.76122203,0.229395813,1.385903628,2.754088643
stationary phase,off,off,115.4442853,22.82896476,0.912561623,16.99636304,52.00351169,0.114089701,1.508673306,2.980746031
stationary phase,on,off,83.6138413,20.80912941,0.365771379,8.33555968,40.45526317,0.178402016,0.751232316,4.267229627
stationary phase,on,off,80.06428428,19.43137411,0.327157426,8.710962573,39.9140459,0.204820092,0.919232572,5.057170118
stationary phase,on,off,84.17154521,19.8227197,0.265444433,8.360683169,40.1958713,0.162227308,0.849422186,4.886892509
stationary phase,on,off,74.74715212,22.97112401,0.486163382,7.567710696,49.42661048,0.127101538,0.981587018,4.098653673
stationary phase,off,on,133.3835184,21.76642353,0.892390578,16.70937649,43.34212098,0.116719909,1.335581458,2.876952746
stationary phase,off,on,131.1645957,25.06929007,0.73616253,8.487696731,38.65146806,0.197232547,1.325729923,4.381733816
stationary phase,off,on,109.7542463,22.20429572,0.769439539,14.66864782,47.19360872,0.165924095,1.707244246,3.347357738
stationary phase,off,on,116.540276,20.23012235,0.554021936,14.83426223,54.73366909,0.2004027,1.704920468,3.297737102
stationary phase,on,on,78.95238499,4.730645112,0.4090958,5.010934195,40.88321503,0.133344187,1.94648497,3.731988045
stationary phase,on,on,85.43942028,3.736137541,0.407698123,4.908692499,39.34579497,0.184986995,2.134855628,3.553477807
stationary phase,on,on,80.21084222,4.452973177,0.341783647,4.225204184,47.09019135,0.231059916,1.770764799,3.916794293
log phase,off,off,184.5211965,4.512203626,0.28588349,46.73616821,93.58922657,0.229781576,1.698964738,9.602934618
log phase,off,off,204.324555,5.292774285,0.351224197,81.25546594,77.09186273,0.148252923,1.952405137,7.836809479
log phase,off,off,175.2996166,4.891122197,0.325715474,64.45737797,103.6460923,0.17650179,1.533654574,7.360916232
log phase,off,off,206.0109759,4.34052313,0.385334386,53.45270109,78.64877633,0.189026779,1.898927856,8.878584055
log phase,on,off,190.1648376,3.294646356,0.505754785,53.90415704,93.62674554,0.192325052,1.418040084,10.88739398
log phase,on,off,191.3462845,2.990999071,0.48750705,63.81568071,81.56974544,0.288283617,1.541621244,10.25238828
log phase,on,off,204.4158686,3.887283799,0.676118851,27.53647686,109.2465723,0.212115718,1.514506227,10.06022758
log phase,on,off,209.8924233,2.86003073,0.579439172,49.28209921,87.60080388,0.203187226,1.476416438,11.15633856
log phase,off,on,188.8785652,3.735817962,0.325944628,69.05403035,84.26150392,0.170640804,1.763545418,9.28718941
log phase,off,on,190.0439606,2.678889499,0.326159203,64.30144334,104.4690378,0.248059287,1.902817226,8.721752107
log phase,off,on,188.8761251,3.486505153,0.362014574,67.71462398,83.32686335,0.214438908,1.654923767,9.205853998
log phase,on,on,187.3900144,2.906464991,0.580253787,46.91162995,94.63596855,0.285848568,1.623705836,11.31908815
log phase,on,on,212.4492588,3.056117929,0.425817377,48.86425494,84.61180922,0.274030288,1.587222576,9.944660449
log phase,on,on,192.5400067,3.503304326,0.617457388,43.43229673,102.0429577,0.176101929,1.660389614,10.41296871
log phase,on,on,205.6306944,2.359428216,0.576363305,49.81686226,84.59525922,0.238618584,1.372647723,11.03098741
stationary phase,off,off,109.5109727,22.98525149,0.784754042,16.89988318,55.92045965,0.24327801,1.606552374,2.995102552
stationary phase,off,off,141.4699958,22.56660309,0.957324405,21.64927305,47.98714543,0.169280893,1.724278014,2.598558385
stationary phase,off,off,132.3393604,22.5752965,0.662674299,12.55184288,51.01129497,0.207288148,1.377873935,3.406946066
stationary phase,off,off,118.2000806,22.61511581,0.877181814,18.08645373,50.27944599,0.206812682,1.454283906,2.752371263
stationary phase,on,off,71.08551296,19.37181392,0.31204407,8.062382682,44.30204632,0.155743921,1.034203205,5.257396207
stationary phase,on,off,86.90092262,22.9195089,0.419021153,7.572740446,40.67340661,0.119506924,0.725163137,4.07608125
stationary phase,on,off,76.93821853,20.31881706,0.305587248,7.820359911,33.77543263,0.168084659,1.297186684,4.871729995
stationary phase,on,off,70.26666255,23.45696309,0.367997219,7.408202034,49.41062075,0.163262779,0.897212267,3.903241867
stationary phase,off,on,108.4107893,21.66402425,0.62958519,15.89153923,55.78219456,0.194951767,1.6446307,3.05728528
stationary phase,off,on,133.2505334,22.08278776,0.819895326,16.30098673,45.2338536,0.254471025,1.87404646,3.017605137
stationary phase,off,on,107.170331,23.69872192,0.721371232,15.50706541,46.30950196,0.208481858,1.943442801,3.323360072
stationary phase,off,on,118.4879578,19.40750796,0.704105736,16.69085323,54.74149611,0.20790204,1.620744901,2.996276916
stationary phase,on,on,69.90528962,5.216510554,0.198719737,4.229212403,52.42017495,0.215368272,1.998552788,4.14450503
stationary phase,on,on,92.55893273,13.47522255,0.253774597,5.77280833,35.10866604,0.158541807,1.65730349,3.423159284
stationary phase,on,on,83.81354251,3.953889724,0.378735361,4.471533702,36.37631325,0.192030605,2.246922674,3.714979622
stationary phase,on,on,80.55410624,3.966173976,0.346058497,4.437496513,49.17673374,0.256613787,1.732269961,4.168860334
log phase,off,off,195.0265429,3.722795448,0.444056169,72.43921933,85.80434917,0.215488986,1.933017217,8.683581699
log phase,off,off,207.5240407,4.494220496,0.457362738,42.96484905,85.97487669,0.204780127,1.982888775,9.720943517
log phase,off,off,175.022869,4.689928293,0.359559341,36.70735154,99.54116497,0.185248214,1.919417239,8.130815978
log phase,off,off,194.6215507,4.161825213,0.356023626,50.22780348,89.38959121,0.178903308,1.751539365,8.074354618
log phase,on,off,217.614397,4.026559011,0.546875547,48.46358583,86.71600096,0.239335785,1.521553246,11.41739368
log phase,on,off,213.728829,4.037009884,0.528634131,40.48663839,94.71483548,0.177748825,1.480493543,10.69090267
log phase,on,off,191.0457942,3.119632331,0.542438312,50.13366359,100.6495586,0.217994979,1.825974163,10.04287982
log phase,on,off,178.7214089,3.50997031,0.565822196,60.75340467,103.6131439,0.187782184,1.32622844,9.921002685
log phase,off,on,220.4207912,3.296681859,0.505016229,49.83595867,85.23542162,0.243927107,1.482001542,10.36782408
log phase,off,on,210.6616031,4.238270238,0.389382835,41.57272821,92.38742448,0.175697259,2.10947528,9.258894698
log phase,off,on,150.8301025,0.70689174,0.890345984,8.00379241,42.05365296,0.241360271,2.498509806,7.496783848
log phase,on,on,224.6674045,3.152578631,0.613185038,39.31201357,94.85353806,0.240603959,1.496193811,10.71329957
log phase,on,on,170.0294389,2.39041049,0.581694848,26.49908836,94.44698416,0.229395737,2.101077687,8.825599308
log phase,on,on,184.047639,2.908160799,0.540402244,61.05910699,93.80762404,0.280228031,1.471017018,10.53660124
log phase,on,on,180.7953836,2.700726556,0.301692077,63.66809519,96.40032228,0.315494983,1.670320581,10.84161067
stationary phase,off,off,117.7002769,23.21879388,0.639868169,20.18187066,54.96130797,0.194659835,1.599061024,2.655743372
stationary phase,off,off,141.0347783,24.35473354,0.913369289,20.63089157,45.55447914,0.204101118,1.403279591,3.763540189
stationary phase,off,off,138.0541052,20.3147193,0.75153539,21.87057037,44.81072903,0.235919662,1.512582062,2.779030404
stationary phase,off,off,129.1396709,21.53079154,0.713981736,22.51545055,47.54821874,0.261544602,1.581053134,3.042189697
stationary phase,on,off,101.873949,4.789934327,0.443034013,4.154768736,39.75647329,0.121090699,2.60757162,3.804001514
stationary phase,on,off,84.87095245,21.75567347,0.339897461,6.969064657,44.03888849,0.210740114,0.824198565,4.365592163
stationary phase,on,off,79.30090316,22.09408697,0.307857468,7.469624414,42.20722578,0.164853648,1.005248875,5.016465689
stationary phase,off,on,104.5059382,21.24280681,0.601216246,16.32573696,58.18581997,0.181556337,1.584381637,3.47877013
stationary phase,off,on,130.2508297,21.3757157,0.806985595,16.15074383,43.15249286,0.138093792,1.538872122,3.000066514
stationary phase,off,on,121.6240796,19.68967875,0.828141176,16.52537668,48.39524835,0.19725758,1.664082739,3.18976171
stationary phase,off,on,116.7632343,21.08321633,0.807722571,17.3138618,45.92506357,0.191691839,1.881260828,3.226393886
stationary phase,on,on,71.44387201,26.34461632,0.310056937,6.22143963,54.89983223,0.139625978,1.133922514,3.657440015
stationary phase,on,on,85.69992903,5.480199514,0.345257912,5.65147705,42.23710187,0.23274557,2.031730715,4.146514547
stationary phase,on,on,75.31558223,26.65093345,0.22485318,5.88301481,49.52339081,0.211249292,1.009760836,4.207826963
log phase,off,off,216.3664979,4.571167802,0.31331546,46.1409866,89.55908716,0.16412902,2.268294314,9.514161186
log phase,off,off,204.794317,4.531054059,0.419974823,42.17245888,86.82426858,0.18058975,2.055753681,8.865604396
log phase,off,off,136.2153122,3.910191651,0.421488872,29.91215915,125.4581282,0.181370575,1.771309626,7.531498884
log phase,off,off,195.4644919,4.069997703,0.279695656,66.55386877,76.43282746,0.175182488,1.900363541,8.39236345
log phase,on,off,213.5029494,4.117973001,0.4651207,42.29837339,84.74934961,0.227408135,1.925322234,11.57004399
log phase,on,off,215.8333722,4.113899074,0.549515284,38.99772665,91.84379845,0.183184482,1.48766735,10.73872103
log phase,on,off,197.2540053,3.595847183,0.569605596,41.09004393,96.18167821,0.209136646,1.747912871,10.62631989
log phase,on,off,206.0268464,3.825370926,0.490312984,46.89336227,73.58083426,0.152552411,1.761447628,11.52253821
log phase,off,on,242.2751683,3.92709892,0.488577307,37.82902657,72.21515457,0.301913487,2.047371572,10.43058686
log phase,off,on,206.1120572,4.507540095,0.486132236,43.71355377,89.46769365,0.206097397,1.72379863,9.279916226
log phase,off,on,179.7256307,3.194392974,0.343774463,63.97674717,104.204287,0.147994253,1.790963023,8.774943485
log phase,off,on,215.2448777,3.305755301,0.354457412,56.60294804,75.59037516,0.230618459,1.696331903,9.657930081
log phase,on,on,220.1172626,3.774335506,0.686193661,30.87689075,89.37572119,0.266377417,1.842920119,10.89662481
log phase,on,on,170.7255759,2.567156876,0.472507158,24.60689732,100.0048642,0.234519838,1.901950889,9.12684501
log phase,on,on,180.4948203,2.74964868,0.487831987,53.29430495,100.5317216,0.266506591,1.633304682,9.855558929
log phase,on,on,198.5593927,2.622858704,0.663611969,48.96876192,73.46498252,0.287106058,1.555390766,10.9027906
stationary phase,off,off,122.5459639,22.47139893,0.762604633,19.50786971,56.89676671,0.244022873,1.615552672,3.01075759
stationary phase,off,off,145.2188634,23.53409274,0.66806476,26.76842676,42.08741648,0.266030564,1.786307931,2.723071397
stationary phase,off,off,136.0895857,20.04000318,0.846337994,24.34861765,47.30583944,0.207586645,1.756514053,2.465906185
stationary phase,off,off,110.9299151,22.38794842,0.768178308,17.7893924,56.48132087,0.219088288,1.299318738,3.108581481
stationary phase,on,off,74.25566419,19.79346361,0.627111484,7.628022734,44.74128719,0.119236884,0.987451734,4.641655258
stationary phase,on,off,80.88247102,24.27057415,0.278398691,6.9394537,42.1759365,0.171505504,1.181046792,3.979476393
stationary phase,on,off,69.77035589,18.70595804,0.389400603,7.287028825,44.81522727,0.135738772,0.79116313,4.929377281
stationary phase,off,on,106.3703867,21.9588962,1.101970923,16.94897427,57.89301789,0.185715404,1.671561089,3.087233716
stationary phase,off,on,134.925158,20.40469501,0.490696093,19.14616026,46.38702625,0.135434492,1.591935712,4.09950194
stationary phase,off,on,129.3179584,20.17872696,0.549367511,18.03938157,48.47238906,0.139894961,1.793853098,3.291929834
stationary phase,off,on,103.4217211,23.25413626,0.860861691,14.30583555,61.70798055,0.13174354,1.804510082,3.29410111
stationary phase,on,on,71.89702488,12.33203435,0.332681794,5.942641298,55.49699302,0.162655728,1.274601268,3.678793676
stationary phase,on,on,87.38334512,4.500359491,0.404526064,5.720064577,38.8244829,0.169665959,2.48018669,3.525830283
stationary phase,on,on,85.45891755,4.668143684,0.453438198,4.331575213,35.07142126,0.258645674,1.820512119,3.663713133
stationary phase,on,on,76.758001,4.907312751,0.496161641,4.501767854,50.87349376,0.188677035,1.965745167,3.958424618
log phase,off,off,203.376699,3.569468239,0.342789077,64.77970674,104.2482076,0.207032094,1.654605428,10.90899366
log phase,off,off,192.6257013,4.810666927,0.242130073,81.81325789,77.6336534,0.184151214,1.926360162,7.283240868
log phase,off,off,178.5008871,4.089432094,0.163259941,61.88081211,97.19217544,0.134514033,1.957046151,7.735966079
log phase,off,off,181.8563527,4.204468935,0.356268101,51.41170298,96.30489295,0.203218881,2.035817719,8.073561944
log phase,on,off,198.4215796,3.327654124,0.454857832,47.55408689,88.23396997,0.259455448,1.457991355,10.63424087
log phase,on,off,191.7349016,2.520802457,0.434444035,62.52003038,85.05042275,0.294895345,1.604712138,10.061521
log phase,on,off,203.4527793,4.894081611,0.605048444,30.35708644,115.8165604,0.132740643,1.787220019,9.967634345
log phase,on,off,204.3844463,4.064010134,0.751116159,30.20090101,112.5127317,0.195594071,1.448114631,10.77561331
log phase,off,on,103.8253676,1.633039734,0.416057356,12.17734477,51.19631784,0.230444334,3.28573329,8.438927978
log phase,off,on,77.81304538,1.148140335,0.294364601,8.610159996,52.52285397,0.263856225,3.051343037,7.735084761
log phase,off,on,85.65009032,1.563675384,0.624901958,9.347079706,62.84439121,0.182795033,4.101920543,8.868208566
log phase,off,on,82.85275222,1.49126419,0.548396989,9.304239613,68.74074346,0.270539344,4.675137263,8.969050341
log phase,on,on,80.67480159,1.871692841,0.431272803,8.132386673,52.35006709,0.301029145,5.312762107,11.4747005
log phase,on,on,88.55135343,1.997199767,0.596844888,4.987376072,42.94867926,0.188530893,3.382758397,10.63627344
log phase,on,on,97.39437855,2.001214065,0.774901923,4.009391901,49.61622478,0.060967144,2.980509466,9.997929551
log phase,on,on,93.46942947,2.329039791,0.551674472,5.721951618,55.78562236,0.182717783,2.700916863,9.716450602
stationary phase,off,off,112.8044483,22.64917878,1.064752025,17.849772,55.01377097,0.26764364,1.435481664,2.763875202
stationary phase,off,off,138.2269037,23.78956458,0.90964118,19.99008819,43.74163098,0.143451854,1.824786071,2.868211695
stationary phase,off,off,136.5813481,19.25735989,0.69119061,21.62516278,44.84123016,0.249007594,1.446823051,2.881966173
stationary phase,on,off,81.44898524,18.29722155,0.406156839,10.13643096,44.29247208,0.150589345,1.002627167,4.703201368
stationary phase,on,off,88.26552142,21.93252812,0.351967437,7.169903081,42.56071405,0.19694163,1.002173405,3.672930528
stationary phase,on,off,73.2679935,20.63290862,0.208376175,7.462104827,43.21063849,0.165083126,1.100755416,4.655806636
stationary phase,on,off,81.90316822,19.21756334,0.286155419,7.84398864,40.4407081,0.221144778,1.22374299,5.195119843
stationary phase,off,on,79.86354154,29.35099704,0.459696081,10.36053789,53.42152348,0.220260796,1.76523295,1.969001734
stationary phase,off,on,91.87883979,28.78459946,0.371336783,9.513802375,43.23141921,0.190632787,1.816367352,2.465945955
stationary phase,off,on,79.24908303,28.10843499,0.473267963,8.906248429,45.27068474,0.186515587,1.722941238,2.442846166
stationary phase,off,on,77.25098158,32.19433088,0.394200515,8.629632368,43.66664608,0.205719236,1.87874288,2.276631172
stationary phase,on,on,52.97229211,35.51340034,0.166838831,11.04808335,32.40185718,0.166541436,0.858028274,7.413616537
stationary phase,on,on,37.99960715,15.37350684,0.139078713,4.647178398,28.33244377,0.12133112,0.785385675,7.782550661
stationary phase,on,on,32.15541483,13.60005214,0.098118933,4.156361814,27.90938536,0.286058763,0.837281561,9.549733754
stationary phase,on,on,29.9807355,16.85150075,0.111537227,3.879025354,29.21772163,0.227221241,0.874087654,7.162190341
log phase,off,off,185.4335766,4.613687881,0.307326249,56.40294431,82.45689057,0.210362352,1.779565326,9.12438744
log phase,off,off,194.6642875,5.055169861,0.298418265,80.74553725,76.32032207,0.135745667,1.740647295,7.429075884
log phase,off,off,179.100273,4.216826063,0.335479261,59.08978842,97.35689647,0.139840526,2.14706727,7.173492489
log phase,off,off,197.2362292,4.714695446,0.442351281,47.5754564,78.41258491,0.154196525,1.770528554,9.323609872
log phase,on,off,200.6785977,3.705825356,0.600255629,46.75543379,83.91232351,0.303036423,1.734728912,11.39140697
log phase,on,off,197.5759807,2.869659538,0.399298021,64.49140673,88.47603525,0.233457667,1.460289906,9.999541109
log phase,on,off,162.5949497,3.326601788,0.603558082,19.49427972,128.4565221,0.213122962,1.786860389,9.232861818
log phase,on,off,203.3434866,3.185026791,0.484360131,44.09691642,87.57701795,0.263000976,1.950214856,11.47908864
log phase,off,on,97.24395108,1.427082813,0.365114534,10.21777197,51.99572595,0.175868201,3.341899127,8.465984738
log phase,off,on,75.1683986,1.998048656,0.548885241,7.663435421,51.40471889,0.216992806,3.199837921,8.248609427
log phase,off,on,90.60394544,1.357219833,0.451024433,5.708660129,49.69181473,0.257268839,3.665468409,7.637581061
log phase,off,on,95.96271357,1.530185154,0.426811106,10.08648671,51.17826529,0.225815481,3.472457392,8.606984231
log phase,on,on,80.68794612,1.779130288,0.464365754,6.926424824,49.50081118,0.193674866,4.939539126,12.03336987
log phase,on,on,101.426051,1.970813669,0.596480599,5.11432169,39.06396411,0.16919968,2.706133447,9.721335292
log phase,on,on,69.47478141,1.261502638,0.40299096,4.148925244,38.11958046,0.11889831,6.073053915,10.16534288
log phase,on,on,87.71444047,1.539684057,0.523228418,6.395344025,44.81747788,0.214988564,4.994614323,11.64401486
stationary phase,off,off,117.5992014,22.15080785,0.900545667,18.02322429,52.65145195,0.146765782,1.529089786,3.059552595
stationary phase,off,off,132.7024498,24.03095394,0.826655604,20.19635199,46.19864206,0.186064218,1.601477667,2.87925477
stationary phase,off,off,141.3871885,22.50416544,0.606065067,18.62079337,47.48572961,0.167091023,1.48687963,3.301521764
stationary phase,off,off,116.0089785,22.03281835,0.84878968,18.99490472,53.82436633,0.200509923,1.701008814,2.834303
stationary phase,on,off,75.09988088,20.39412606,0.440292575,7.492497572,44.2543695,0.107634549,0.989130748,4.996672158
stationary phase,on,off,86.63882569,23.72311111,0.441537684,6.5725971,39.30976431,0.123130334,0.847752353,3.011542801
stationary phase,on,off,73.08716928,23.15475642,0.163610205,6.339669611,40.35276785,0.122040246,1.001078702,4.27805671
stationary phase,on,off,70.10542748,23.14399285,0.361055848,7.499826745,50.269109,0.116704921,0.737241656,4.660477047
stationary phase,off,on,82.83627279,28.58340535,0.485859695,10.21622682,50.3930266,0.157045558,2.250687196,2.016538293
stationary phase,off,on,94.5526844,29.4080002,0.355324072,11.20525036,41.45775603,0.231126769,1.972004075,1.99480181
stationary phase,off,on,79.66790772,32.71503157,0.450319333,8.985535316,46.4539943,0.240294601,1.766413898,2.577452186
stationary phase,off,on,84.60813088,27.54104265,0.478902712,11.83067722,50.75980969,0.278424174,1.919820981,2.041177676
stationary phase,on,on,59.97287791,36.99266325,0.348660797,10.67669425,32.75576432,0.273459448,0.597704223,6.566218894
stationary phase,on,on,41.56593891,17.67539628,0.127815451,4.704587091,29.7392919,0.195391321,0.832042068,7.145729186
