lab,trial_type,subid_unique,method,session_error,looking_time_mean,looking_time_var
babylabyork,ADS,babylabyork:eoi801,singlescreen,0,2.4192563997977388,3.4278798830286887
babylabyork,ADS,babylabyork:eoi803,singlescreen,0,2.0509134580652977,3.3624318030146876
babylabyork,ADS,babylabyork:eoi810,singlescreen,0,2.2068998428596376,3.49715129362041
babylabyork,ADS,babylabyork:eoi813,singlescreen,0,2.1733302571367834,3.482859656249769
babylabyork,ADS,babylabyork:eoi815,singlescreen,0,2.257849199152654,3.5547713646194903
babylabyork,ADS,babylabyork:eoi818,singlescreen,0,2.588703443469644,3.5444676553931846
babylabyork,ADS,babylabyork:eoi820,singlescreen,0,2.2798281058714296,3.6656747964693426
babylabyork,ADS,babylabyork:eoi823,singlescreen,0,1.7160476474923585,3.281441418921561
babylabyork,ADS,babylabyork:eoi825,singlescreen,0,1.9844438130575563,3.087366875521767
babylabyork,ADS,babylabyork:eoi829,singlescreen,0,2.5085824854732848,3.1900573913432297
babylabyork,ADS,babylabyork:eoi834,singlescreen,0,2.151762203259462,3.6548054737801845
babylabyork,ADS,babylabyork:eoi840,singlescreen,0,2.283657083108527,3.392727085968794
babylabyork,ADS,babylabyork:eoi842,singlescreen,0,2.414797083600974,3.5871976794563327
babylabyork,ADS,babylabyork:eoi847,singlescreen,0,2.529720665577793,3.8398823276504634
babylabyork,ADS,babylabyork:eoi850,singlescreen,0,2.4466854369678024,3.882858982393892
babylabyork,ADS,babylabyork:eoi852,singlescreen,0,2.057323736426217,3.3789274273021186
babylabyork,ADS,babylabyork:eoi856,singlescreen,0,1.7470235753866634,3.182915505136869
babylabyork,ADS,babylabyork:eoi858,singlescreen,0,2.6903952658634895,3.3072987052180975
babylabyork,ADS,babylabyork:eoi859,singlescreen,0,2.2900063107871858,3.5035605526242124
babylabyork,ADS,babylabyork:eoi870,singlescreen,0,2.464916504911498,3.8210935732645885
babylabyork,ADS,babylabyork:eoi902,singlescreen,0,2.2630643348317623,3.844443675237124
babylabyork,ADS,babylabyork:eoi913,singlescreen,0,2.352565025299066,1.909516049508043
babylabyork,ADS,babylabyork:eoi934,singlescreen,0,1.9205923410710235,3.2525592575195623
babylabyork,ADS,babylabyork:eoi943,singlescreen,0,1.6144254539451395,2.4602601670860103
babylabyork,IDS,babylabyork:eoi780,singlescreen,0,2.239379017090253,3.675391578879534
babylabyork,IDS,babylabyork:eoi783,singlescreen,0,2.378388056409546,3.4318131840281025
babylabyork,IDS,babylabyork:eoi784,singlescreen,0,1.826563391422747,3.162993067620527
babylabyork,IDS,babylabyork:eoi786,singlescreen,0,2.7359895697914514,3.200857319365522
babylabyork,IDS,babylabyork:eoi788,singlescreen,0,2.740033246955261,2.3528537554827174
babylabyork,IDS,babylabyork:eoi789,singlescreen,0,2.395619958961235,3.2323559864248934
babylabyork,IDS,babylabyork:eoi792,singlescreen,0,2.242038593126012,3.582680293240704
babylabyork,IDS,babylabyork:eoi796,singlescreen,0,1.9459101490553132,3.3949876650278417
babylabyork,IDS,babylabyork:eoi801,singlescreen,0,2.424802725718295,3.573869356024395
babylabyork,IDS,babylabyork:eoi803,singlescreen,0,2.5106150064982073,3.745626821184148
babylabyork,IDS,babylabyork:eoi810,singlescreen,0,2.3725774648140807,3.460790659501248
babylabyork,IDS,babylabyork:eoi813,singlescreen,0,2.2734137156937657,4.003400136250008
babylabyork,IDS,babylabyork:eoi815,singlescreen,0,2.4412594876818057,3.476078439262043
babylabyork,IDS,babylabyork:eoi818,singlescreen,0,2.4585198946148052,3.5420715417327653
babylabyork,IDS,babylabyork:eoi820,singlescreen,0,2.414126467726953,3.1674562067126653
babylabyork,IDS,babylabyork:eoi823,singlescreen,0,1.7833912195575383,1.7130254286855509
babylabyork,IDS,babylabyork:eoi825,singlescreen,0,1.8621402659898545,0.38805247963098716
babylabyork,IDS,babylabyork:eoi829,singlescreen,0,2.797281334830153,1.8731199895236674
babylabyork,IDS,babylabyork:eoi834,singlescreen,0,2.3702437414678608,2.696555821676475
babylabyork,IDS,babylabyork:eoi840,singlescreen,0,2.322387720290225,2.0908053003301514
babylabyork,IDS,babylabyork:eoi842,singlescreen,0,2.378388056409546,3.1745282776459796
babylabyork,IDS,babylabyork:eoi847,singlescreen,0,2.399030991262298,3.517958731554175
babylabyork,IDS,babylabyork:eoi850,singlescreen,0,2.327277705584417,3.7810678832040763
babylabyork,IDS,babylabyork:eoi852,singlescreen,0,2.151762203259462,3.1263845254276696
babylabyork,IDS,babylabyork:eoi856,singlescreen,0,2.0182308106349396,3.78495233000463
babylabyork,IDS,babylabyork:eoi858,singlescreen,0,2.451005098112319,3.8301929871805136
babylabyork,IDS,babylabyork:eoi859,singlescreen,0,2.3632097148104805,3.807408243372996
babylabyork,IDS,babylabyork:eoi870,singlescreen,0,2.5649493574615367,3.56776050333187
babylabyork,IDS,babylabyork:eoi902,singlescreen,0,1.7685761337723978,3.32008416071751
babylabyork,IDS,babylabyork:eoi913,singlescreen,0,2.5085824854732848,3.7394664723614874
babylabyork,IDS,babylabyork:eoi934,singlescreen,0,2.2232712862743202,3.092980509179238
babylabyork,IDS,babylabyork:eoi943,singlescreen,0,1.8543429555298228,2.7730238953953497
babylabyork,TRAIN,babylabyork:eoi780,singlescreen,0,2.8820035082256483,-5.2983173665481145
babylabyork,TRAIN,babylabyork:eoi783,singlescreen,0,2.681021528714291,2.955951403542146
babylabyork,TRAIN,babylabyork:eoi784,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi786,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi788,singlescreen,0,2.8820035082256483,-5.298317366548043
babylabyork,TRAIN,babylabyork:eoi789,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi792,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi796,singlescreen,0,2.8875901149342877,-5.298317366548008
babylabyork,TRAIN,babylabyork:eoi801,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi803,singlescreen,0,2.8820035082256483,-5.298317366548043
babylabyork,TRAIN,babylabyork:eoi810,singlescreen,0,2.5416019934645457,3.990464431734708
babylabyork,TRAIN,babylabyork:eoi813,singlescreen,0,2.7663191092261856,2.0794415416798353
babylabyork,TRAIN,babylabyork:eoi815,singlescreen,0,2.6878474937846906,2.9559514035421466
babylabyork,TRAIN,babylabyork:eoi818,singlescreen,0,2.649714624089247,1.293356365460621
babylabyork,TRAIN,babylabyork:eoi820,singlescreen,0,2.8735646395797834,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi823,singlescreen,0,2.2300144001592104,-0.6931471805599453
babylabyork,TRAIN,babylabyork:eoi825,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi829,singlescreen,0,2.8791984572980396,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi834,singlescreen,0,2.6775909936175015,-0.1684186516249635
babylabyork,TRAIN,babylabyork:eoi840,singlescreen,0,2.8791984572980396,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi842,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi847,singlescreen,0,2.72785282839839,2.604170070614818
babylabyork,TRAIN,babylabyork:eoi850,singlescreen,0,2.884800712846709,-24.740649358032382
babylabyork,TRAIN,babylabyork:eoi852,singlescreen,0,2.6210388241125804,3.5393638490451593
babylabyork,TRAIN,babylabyork:eoi856,singlescreen,0,2.3369865197113784,2.1288267668605783
babylabyork,TRAIN,babylabyork:eoi858,singlescreen,0,2.8820035082256483,-5.298317366548043
babylabyork,TRAIN,babylabyork:eoi859,singlescreen,0,2.6741486494265287,3.1406980438041763
babylabyork,TRAIN,babylabyork:eoi870,singlescreen,0,2.6137395216309685,3.5869851464325957
babylabyork,TRAIN,babylabyork:eoi902,singlescreen,0,2.5494451709255714,3.951628260020505
babylabyork,TRAIN,babylabyork:eoi913,singlescreen,0,2.0980179272527715,2.987952086235029
babylabyork,TRAIN,babylabyork:eoi934,singlescreen,0,2.157559320943788,-2.0794415416798357
babylabyork,TRAIN,babylabyork:eoi943,singlescreen,0,1.4350845252893227,-0.0202027073175189
babylingoslo,ADS,babylingoslo:os002,eyetracking,0,1.2256119794294171,1.65569937191896
babylingoslo,ADS,babylingoslo:os003,eyetracking,0,0.5829137001602446,0.37562303956003146
babylingoslo,ADS,babylingoslo:os005,eyetracking,0,0.2870568770578626,0.30628124479401825
babylingoslo,ADS,babylingoslo:os007,eyetracking,0,1.504355135980948,1.8489965671416428
babylingoslo,ADS,babylingoslo:os009,eyetracking,0,1.5665304114228238,2.3454803653591236
babylingoslo,ADS,babylingoslo:os012,eyetracking,0,0.5202807825367459,-0.17647297883175012
babylingoslo,ADS,babylingoslo:os014,eyetracking,1,1.0994452749720016,2.283768450883248
babylingoslo,ADS,babylingoslo:os015,eyetracking,0,1.1470055486846829,2.2717471319061207
babylingoslo,ADS,babylingoslo:os016,eyetracking,0,-0.4740076345870818,-1.1870102940450196
babylingoslo,ADS,babylingoslo:os017,eyetracking,0,0.20089794236689,0.19980473621206027
babylingoslo,ADS,babylingoslo:os018,eyetracking,0,1.8972449770740323,2.2392032359958565
babylingoslo,ADS,babylingoslo:os019,eyetracking,0,-1.163130810005678,-1.101279234585779
babylingoslo,ADS,babylingoslo:os043,eyetracking,0,0.041624072769478944,1.2119370751643663
babylingoslo,ADS,babylingoslo:os048,eyetracking,0,-1.416727795740846,-2.150568423011232
babylingoslo,ADS,babylingoslo:os050,eyetracking,0,0.8064769819377543,1.4288512064923675
babylingoslo,ADS,babylingoslo:os051,eyetracking,0,0.10210748027094904,-0.11126590228354113
babylingoslo,IDS,babylingoslo:os002,eyetracking,0,1.6801293405566333,2.752282032657693
babylingoslo,IDS,babylingoslo:os003,eyetracking,0,0.6652626197437249,1.1978696938958382
babylingoslo,IDS,babylingoslo:os005,eyetracking,0,1.2802395072428419,2.426433229480128
babylingoslo,IDS,babylingoslo:os007,eyetracking,0,1.7640884673030097,2.165586267193874
babylingoslo,IDS,babylingoslo:os009,eyetracking,0,1.3326957800206538,2.8639013730483622
babylingoslo,IDS,babylingoslo:os012,eyetracking,0,0.4653066783216618,1.9826451675027945
babylingoslo,IDS,babylingoslo:os014,eyetracking,1,0.43421452139415023,0.8711491535130291
babylingoslo,IDS,babylingoslo:os015,eyetracking,0,0.9511751337276569,1.6271343316337783
babylingoslo,IDS,babylingoslo:os016,eyetracking,0,-0.5404196557947635,-1.1187063793536525
babylingoslo,IDS,babylingoslo:os017,eyetracking,0,0.31481073984003344,-0.2791471700019435
babylingoslo,IDS,babylingoslo:os018,eyetracking,0,2.1941643440396255,2.358497453053552
babylingoslo,IDS,babylingoslo:os019,eyetracking,0,-1.3567161415911348,-1.8358641671782374
babylingoslo,IDS,babylingoslo:os043,eyetracking,0,0.009951568476164565,0.7593347742711792
babylingoslo,IDS,babylingoslo:os048,eyetracking,0,-1.187431207368342,-2.4567662729739292
babylingoslo,IDS,babylingoslo:os050,eyetracking,0,0.6875069292051743,0.7245245587779302
babylingoslo,IDS,babylingoslo:os051,eyetracking,0,0.4438842180121091,-0.29581265528926565
babylingoslo,TRAIN,babylingoslo:os002,eyetracking,0,2.3636801923538564,-1.6492187824459503
babylingoslo,TRAIN,babylingoslo:os003,eyetracking,0,1.624326524927851,2.3719665556363396
babylingoslo,TRAIN,babylingoslo:os005,eyetracking,0,1.8809906029559977,2.4771432591701665
babylingoslo,TRAIN,babylingoslo:os007,eyetracking,0,2.4861558691884325,3.9100220047609793
babylingoslo,TRAIN,babylingoslo:os009,eyetracking,0,2.439298916309868,-0.2151133796189462
babylingoslo,TRAIN,babylingoslo:os012,eyetracking,0,1.9125010869241836,0.221702513517805
babylingoslo,TRAIN,babylingoslo:os014,eyetracking,1,2.2401776328654286,2.5376927876633504
babylingoslo,TRAIN,babylingoslo:os015,eyetracking,0,2.1186622548331173,3.6518056347341057
babylingoslo,TRAIN,babylingoslo:os016,eyetracking,0,0.8691991243403044,0.04997993230502056
babylingoslo,TRAIN,babylingoslo:os017,eyetracking,0,2.410990966837832,3.090062427835597
babylingoslo,TRAIN,babylingoslo:os018,eyetracking,0,2.5937610547000824,2.923430361798586
babylingoslo,TRAIN,babylingoslo:os019,eyetracking,0,1.1647120903726333,2.464810229338838
babylingoslo,TRAIN,babylingoslo:os043,eyetracking,0,0.6124792774924906,-0.31190646134264577
babylingoslo,TRAIN,babylingoslo:os048,eyetracking,0,-0.6931371806099449,-0.6931671806599459
babylingoslo,TRAIN,babylingoslo:os050,eyetracking,0,1.4445632692438664,0.7130478422662813
babylingoslo,TRAIN,babylingoslo:os051,eyetracking,0,1.3150668518315227,1.550207942638266
baldwinlabuoregon,ADS,baldwinlabuoregon:mb01,singlescreen,0,1.4787622954777797,2.0961080032795865
baldwinlabuoregon,ADS,baldwinlabuoregon:mb02,singlescreen,0,2.2449691701922423,3.1518828313925433
baldwinlabuoregon,ADS,baldwinlabuoregon:mb03,singlescreen,0,1.28716883636916,0.4328256609211927
baldwinlabuoregon,ADS,baldwinlabuoregon:mb04,singlescreen,0,2.1972635177585866,2.508170184322149
baldwinlabuoregon,ADS,baldwinlabuoregon:mb05,singlescreen,0,1.6086543469768533,3.160327961841648
baldwinlabuoregon,ADS,baldwinlabuoregon:mb06,singlescreen,0,1.8661222440031413,2.204826434487178
baldwinlabuoregon,ADS,baldwinlabuoregon:mb07,singlescreen,0,1.421310008182993,0.3011738145276699
baldwinlabuoregon,ADS,baldwinlabuoregon:mb08,singlescreen,0,1.3529069058731296,2.011194364248411
baldwinlabuoregon,ADS,baldwinlabuoregon:mb09,singlescreen,0,2.050623494373941,3.3887145854043137
baldwinlabuoregon,ADS,baldwinlabuoregon:mb10,singlescreen,0,1.9761873028946197,3.246166163953756
baldwinlabuoregon,ADS,baldwinlabuoregon:mb11,singlescreen,0,1.4568590990896826,0.8726265236517323
baldwinlabuoregon,ADS,baldwinlabuoregon:mb12,singlescreen,0,1.661391639091991,3.1415614400071066
baldwinlabuoregon,ADS,baldwinlabuoregon:mb13,singlescreen,0,1.551714593491776,1.0421934435424511
baldwinlabuoregon,ADS,baldwinlabuoregon:mb14,singlescreen,0,1.7446737480325754,1.347160046450641
baldwinlabuoregon,ADS,baldwinlabuoregon:mb15,singlescreen,0,2.279459925441486,3.3469800389091517
baldwinlabuoregon,ADS,baldwinlabuoregon:mb16,singlescreen,0,1.9861052078124057,2.2781802011630354
baldwinlabuoregon,IDS,baldwinlabuoregon:mb01,singlescreen,0,0.8226069286661337,1.8989114449021163
baldwinlabuoregon,IDS,baldwinlabuoregon:mb02,singlescreen,0,2.496359486946284,2.8504149909546923
baldwinlabuoregon,IDS,baldwinlabuoregon:mb03,singlescreen,0,1.8670909681419483,2.8588430034795596
baldwinlabuoregon,IDS,baldwinlabuoregon:mb04,singlescreen,0,2.114240080268487,2.191262740793842
baldwinlabuoregon,IDS,baldwinlabuoregon:mb05,singlescreen,0,1.2724024087727885,1.617550758630929
baldwinlabuoregon,IDS,baldwinlabuoregon:mb06,singlescreen,0,2.2160326547032114,2.694039022745203
baldwinlabuoregon,IDS,baldwinlabuoregon:mb07,singlescreen,0,1.496884394767016,2.273341462474961
baldwinlabuoregon,IDS,baldwinlabuoregon:mb08,singlescreen,0,1.3654674027801272,2.717981404405992
baldwinlabuoregon,IDS,baldwinlabuoregon:mb09,singlescreen,0,1.5474472322581077,1.64998889512579
baldwinlabuoregon,IDS,baldwinlabuoregon:mb10,singlescreen,0,2.3939976592226957,3.117311909261403
baldwinlabuoregon,IDS,baldwinlabuoregon:mb11,singlescreen,0,1.4041937142758842,2.209427144562396
baldwinlabuoregon,IDS,baldwinlabuoregon:mb12,singlescreen,0,1.785373232495939,3.51643747985163
baldwinlabuoregon,IDS,baldwinlabuoregon:mb13,singlescreen,0,2.183785540927061,3.7326399838614983
baldwinlabuoregon,IDS,baldwinlabuoregon:mb14,singlescreen,0,2.2212925689972387,2.756529003200968
baldwinlabuoregon,IDS,baldwinlabuoregon:mb15,singlescreen,0,2.1108502723428217,3.484045266276402
baldwinlabuoregon,IDS,baldwinlabuoregon:mb16,singlescreen,0,1.873605472812653,1.8448188918888249
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb01,singlescreen,0,1.7674624503176846,1.7174387728695815
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb02,singlescreen,0,1.7111826281389937,2.679905572565426
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb03,singlescreen,0,2.2385803203740546,-2.6193679710721347
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb04,singlescreen,0,2.1310388950398966,-1.4481457119625138
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb05,singlescreen,0,0.8078735995194917,2.3088854634786733
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb06,singlescreen,0,1.436205798927017,1.2363294709481298
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb07,singlescreen,0,2.0197022776622435,3.406607542187714
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb08,singlescreen,0,2.3188623179634087,3.02031007282204
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb09,singlescreen,0,1.9528399286444769,1.6979292395090462
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb10,singlescreen,0,2.3203877962354125,2.456268427467764
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb11,singlescreen,0,2.2727283619736296,1.1804173650305196
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb12,singlescreen,0,1.651423484455415,3.9959903139326363
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb13,singlescreen,0,2.5227230980557236,3.7698005538391026
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb14,singlescreen,0,2.543241687564985,3.1185473515188167
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb15,singlescreen,0,2.758454387433642,1.2311465752873818
baldwinlabuoregon,TRAIN,baldwinlabuoregon:mb16,singlescreen,0,2.1974121985120436,-0.7077617471253252
bchdosu,ADS,bchdosu:mb0001,singlescreen,0,1.4235901458635876,2.3420783239560303
bchdosu,ADS,bchdosu:mb0002,singlescreen,0,1.7062469683621613,1.8349857368802278
bchdosu,ADS,bchdosu:mb0003,singlescreen,0,1.5565117066246952,2.6241441637843623
bchdosu,ADS,bchdosu:mb0004,singlescreen,0,2.0226231435574027,2.516787913394655
bchdosu,ADS,bchdosu:mb0005,singlescreen,0,1.7614505940854854,3.5868036208129834
bchdosu,ADS,bchdosu:mb0006,singlescreen,0,1.0605642210305797,0.9950821603209624
bchdosu,ADS,bchdosu:mb0007,singlescreen,0,0.9850235695552466,0.5736694586175216
bchdosu,ADS,bchdosu:mb0008,singlescreen,0,1.9407360722905127,2.9858816931809353
bchdosu,ADS,bchdosu:mb0009,singlescreen,0,2.3982134040074525,4.043353658200201
bchdosu,ADS,bchdosu:mb0010,singlescreen,0,1.9000905683307143,2.11985474408455
bchdosu,ADS,bchdosu:mb0011,singlescreen,0,1.8328214349529173,2.990331616222361
bchdosu,ADS,bchdosu:mb0012,singlescreen,0,2.407643062889518,3.218366812486233
bchdosu,ADS,bchdosu:mb0013,singlescreen,0,2.0330212234559433,3.7115397691007823
bchdosu,ADS,bchdosu:mb0014,singlescreen,0,1.8668669417148605,3.0752437236516914
bchdosu,ADS,bchdosu:mb0015,singlescreen,0,2.4203903506257416,3.860698268441018
bchdosu,ADS,bchdosu:mb0016,singlescreen,0,2.0911076027959976,2.84506907933152
bchdosu,ADS,bchdosu:mb0017,singlescreen,0,1.3244189574018033,1.7149187408540563
bchdosu,ADS,bchdosu:mb0018,singlescreen,0,2.282382385676526,3.3072108777931244
bchdosu,ADS,bchdosu:mb0019,singlescreen,0,2.8119596644927216,-0.5410030840036036
bchdosu,ADS,bchdosu:mb0020,singlescreen,0,1.5594332610735662,0.7962250921653221
bchdosu,ADS,bchdosu:mb0021,singlescreen,0,1.173101140658849,-0.17866197552319832
bchdosu,ADS,bchdosu:mb0022,singlescreen,0,1.6358850824489486,2.568076966882692
bchdosu,ADS,bchdosu:mb0023,singlescreen,0,2.0733134280886873,3.0439606940906545
bchdosu,ADS,bchdosu:mb0024,singlescreen,0,2.2856296585946323,2.9042730732185524
bchdosu,ADS,bchdosu:mb0025,singlescreen,0,2.0644706601770832,2.62656929890906
bchdosu,ADS,bchdosu:mb0026,singlescreen,0,1.5715283393608803,2.6606047523975356
bchdosu,ADS,bchdosu:mb0027,singlescreen,0,1.662789087931095,2.0530090100578455
bchdosu,ADS,bchdosu:mb0028,singlescreen,0,1.8055801882453666,3.1015872326687877
bchdosu,ADS,bchdosu:mb0029,singlescreen,0,2.1102889550528867,3.147919299378144
bchdosu,ADS,bchdosu:mb0030,singlescreen,0,2.3302488969765194,3.929569734355632
bchdosu,ADS,bchdosu:mb0031,singlescreen,0,1.9509865281269314,3.267854683478615
bchdosu,ADS,bchdosu:mb0032,singlescreen,0,2.558873242900557,3.291641546198029
bchdosu,ADS,bchdosu:mb0033,singlescreen,0,1.3083666028633034,-0.9847558568019855
bchdosu,ADS,bchdosu:mb0034,singlescreen,0,2.0773299388149042,2.942871637806627
bchdosu,ADS,bchdosu:mb0035,singlescreen,0,1.5652770166483305,2.218583198550009
bchdosu,ADS,bchdosu:mb0036,singlescreen,0,2.1728342999903227,3.682208288191667
bchdosu,ADS,bchdosu:mb0037,singlescreen,0,1.5195132049061133,2.046171317768432
bchdosu,ADS,bchdosu:mb0038,singlescreen,0,1.3318051758353209,2.0672045613594694
bchdosu,ADS,bchdosu:mb0039,singlescreen,0,0.3133498192003588,1.149011316651959
bchdosu,ADS,bchdosu:mb0040,singlescreen,0,2.0383265354858526,3.295889338172614
bchdosu,ADS,bchdosu:mb0041,singlescreen,0,2.245908915800489,2.9943242971058974
bchdosu,ADS,bchdosu:mb0042,singlescreen,0,1.8487697239448346,2.7978924546785824
bchdosu,ADS,bchdosu:mb0043,singlescreen,0,1.6709092345222014,3.073841940481157
bchdosu,ADS,bchdosu:mb0044,singlescreen,0,1.0013209810587305,0.5758943960366497
bchdosu,ADS,bchdosu:mb0045,singlescreen,0,1.7404881044246108,1.969909656894813
bchdosu,ADS,bchdosu:mb0046,singlescreen,0,1.0959002811646366,1.561059849589252
bchdosu,ADS,bchdosu:mb0048,singlescreen,0,1.858483101270963,2.2491057417514626
bchdosu,ADS,bchdosu:mb0049,singlescreen,0,1.1274831520686104,1.5365088412573131
bchdosu,ADS,bchdosu:mb0050,singlescreen,0,1.3108072332397627,2.5895143346398135
bchdosu,ADS,bchdosu:mb0051,singlescreen,0,2.196780034097069,3.1284521494878983
bchdosu,ADS,bchdosu:mb0052,singlescreen,0,2.3418538819147456,3.206129940092889
bchdosu,ADS,bchdosu:mb0053,singlescreen,0,2.0939914268612285,2.496927954683851
bchdosu,ADS,bchdosu:mb0054,singlescreen,0,1.8360497280746346,2.7141382692446756
bchdosu,ADS,bchdosu:mb0055,singlescreen,0,1.4030900210372914,1.9977706871215806
bchdosu,ADS,bchdosu:mb0056,singlescreen,0,2.034771005179731,3.4366201775636385
bchdosu,ADS,bchdosu:mb0057,singlescreen,0,2.6137028909234425,2.5935633413700554
bchdosu,ADS,bchdosu:mb0058,singlescreen,0,1.2441906163647083,1.6024808790143459
bchdosu,ADS,bchdosu:mb0059,singlescreen,0,2.055276914680538,3.443840143179691
bchdosu,ADS,bchdosu:mb0060,singlescreen,0,1.9668675715037078,2.9340371841254167
bchdosu,ADS,bchdosu:mb0061,singlescreen,0,1.7571248903328658,2.329374592687218
bchdosu,ADS,bchdosu:mb0062,singlescreen,0,1.5354953112212353,2.9425855624623685
bchdosu,ADS,bchdosu:mb0063,singlescreen,0,0.9572791125514658,0.8764390164808279
bchdosu,ADS,bchdosu:mb0064,singlescreen,0,2.215241842758764,3.3132202287207684
bchdosu,ADS,bchdosu:mb0065,singlescreen,0,1.615022290728001,1.6973676247675777
bchdosu,ADS,bchdosu:mb0066,singlescreen,0,1.5260563034950492,2.6887697505908563
bchdosu,ADS,bchdosu:mb0067,singlescreen,0,1.3083666028633034,1.9296883635490671
bchdosu,IDS,bchdosu:mb0001,singlescreen,0,1.3671115417031166,1.812396855392368
bchdosu,IDS,bchdosu:mb0002,singlescreen,0,1.914308905306562,3.2230008566426154
bchdosu,IDS,bchdosu:mb0003,singlescreen,0,1.7180232228475412,2.8395146423871545
bchdosu,IDS,bchdosu:mb0004,singlescreen,0,1.9764566741562992,3.333130279860017
bchdosu,IDS,bchdosu:mb0005,singlescreen,0,1.8680837335908067,2.6197664188443324
bchdosu,IDS,bchdosu:mb0006,singlescreen,0,1.3318381753238318,0.009237205352481775
bchdosu,IDS,bchdosu:mb0007,singlescreen,0,1.4450937888707984,1.74531119818499
bchdosu,IDS,bchdosu:mb0008,singlescreen,0,2.131796772013764,1.9936224925457924
bchdosu,IDS,bchdosu:mb0009,singlescreen,0,2.432933299653546,4.0521647949069175
bchdosu,IDS,bchdosu:mb0010,singlescreen,0,1.9452313472929457,2.4703364647158566
bchdosu,IDS,bchdosu:mb0011,singlescreen,0,2.004819014088245,3.016396920660896
bchdosu,IDS,bchdosu:mb0012,singlescreen,0,2.313228253092525,3.580129048472314
bchdosu,IDS,bchdosu:mb0013,singlescreen,0,2.45315795147342,3.7159700950579553
bchdosu,IDS,bchdosu:mb0014,singlescreen,0,2.189444390017257,3.5284505637518473
bchdosu,IDS,bchdosu:mb0015,singlescreen,0,2.2089609909613777,3.8091795273083977
bchdosu,IDS,bchdosu:mb0016,singlescreen,0,2.310081921420669,2.344593311672147
bchdosu,IDS,bchdosu:mb0017,singlescreen,0,1.7167889456966468,1.482195401234475
bchdosu,IDS,bchdosu:mb0018,singlescreen,0,2.1042256135023183,3.3518687100235995
bchdosu,IDS,bchdosu:mb0019,singlescreen,0,2.7389673037369318,2.3627699004592673
bchdosu,IDS,bchdosu:mb0020,singlescreen,0,1.5973653311998313,1.7564176690696103
bchdosu,IDS,bchdosu:mb0021,singlescreen,0,0.7719583609842352,-0.04427557030139537
bchdosu,IDS,bchdosu:mb0022,singlescreen,0,1.670368369831007,3.3264700427404303
bchdosu,IDS,bchdosu:mb0023,singlescreen,0,1.639433512469481,1.8431816654264574
bchdosu,IDS,bchdosu:mb0024,singlescreen,0,1.951608170169951,2.3471235648489994
bchdosu,IDS,bchdosu:mb0025,singlescreen,0,2.4234854868585742,3.549334082593653
bchdosu,IDS,bchdosu:mb0026,singlescreen,0,1.146131804636086,2.134535063191476
bchdosu,IDS,bchdosu:mb0027,singlescreen,0,2.001648904863849,3.2884490372581228
bchdosu,IDS,bchdosu:mb0028,singlescreen,0,1.996806936272856,3.1365112637779955
bchdosu,IDS,bchdosu:mb0029,singlescreen,0,1.9982314862542927,3.1254387605443803
bchdosu,IDS,bchdosu:mb0030,singlescreen,0,2.443628822224981,3.7938075368218245
bchdosu,IDS,bchdosu:mb0031,singlescreen,0,2.1892421853636836,3.5295935582490285
bchdosu,IDS,bchdosu:mb0032,singlescreen,0,2.629016012480107,3.220922955922002
bchdosu,IDS,bchdosu:mb0033,singlescreen,0,1.9242669002828205,2.2782295892457456
bchdosu,IDS,bchdosu:mb0034,singlescreen,0,2.434972081037371,3.5286335863117233
bchdosu,IDS,bchdosu:mb0035,singlescreen,0,1.691040940635727,2.9306458147069203
bchdosu,IDS,bchdosu:mb0036,singlescreen,0,2.1603794529346563,3.8543118260683737
bchdosu,IDS,bchdosu:mb0037,singlescreen,0,1.594958591169266,2.0063257094040763
bchdosu,IDS,bchdosu:mb0038,singlescreen,0,1.2336893611138688,2.2983818269924825
